"","origin","exchange"
"204","メンバーシップ・リワード","カンタス航空"
"205","ダイナースクラブ リワードプログラム","ANA"
"206","ダイナースクラブ リワードプログラム","ユナイテッド航空"
"207","ダイナースクラブ リワードプログラム","デルタ航空"
"208","ダイナースクラブ リワードプログラム","大韓航空"
"209","ダイナースクラブ リワードプログラム","Amazonギフト券"
"210","ダイナースクラブ リワードプログラム","WebMoney"
"211","ダイナースクラブ リワードプログラム","楽天"
"212","ダイナースクラブ リワードプログラム","ANA SKYコイン"
"213","ダイナースクラブ リワードプログラム","スターバックス カード"
"214","ダイナースクラブ リワードプログラム","Apple Gift Card"
"215","ダイナースクラブ リワードプログラム","Tポイント"
"216","ダイナースクラブ リワードプログラム","JAL"
"217","永久不滅ポイント","JAL"
"218","永久不滅ポイント","dポイント"
"219","永久不滅ポイント","auポイント"
"220","永久不滅ポイント","ヤマダ電機"
"221","永久不滅ポイント","ANA"
"222","永久不滅ポイント","ベルメゾン"
"223","永久不滅ポイント","Amazonギフト券"
"224","永久不滅ポイント","WebMoney"
"225","永久不滅ポイント","nanacoポイント"
"226","永久不滅ポイント","西武"
"227","永久不滅ポイント","JTBトラベルポイント"
"228","永久不滅ポイント","マネックス証券"
"229","永久不滅ポイント","楽天"
"230","永久不滅ポイント","ビックカメラ"
"231","永久不滅ポイント","Suica"
"232","永久不滅ポイント","ANA SKYコイン"
"233","永久不滅ポイント","Ponta"
"234","永久不滅ポイント","無印良品"
"235","永久不滅ポイント","スターバックス カード"
"236","永久不滅ポイント",".money"
"237","永久不滅ポイント","JRキューポ"
"238","Gポイント","ANA"
"239","Gポイント","Amazonギフト券"
"240","Gポイント","上新電機"
"241","Gポイント","dポイント"
"242","Gポイント","セシール"
"243","Gポイント","ベルメゾン"
"244","Gポイント","スターバックス カード"
"245","Gポイント","GDO"
"246","Gポイント","三井住友カード"
"247","Gポイント","マイ・グリーンスタンプ"
"248","Gポイント","楽天Edy"
"249","Gポイント","現金"
"250","Gポイント","ソフマップ"
"251","Gポイント","WebMoney"
"252","Gポイント","auポイント"
"253","Gポイント","PiTaPa"
"254","Gポイント","現金"
"255","Gポイント","WAONポイント"
"256","Gポイント","ビックカメラ"
"257","Gポイント","Tポイント"
"258","Gポイント","カエトクカード"
"259","Gポイント","nimocaポイント"
"260","Gポイント","nanacoポイント"
"261","Gポイント","iDバリュー"
"262","Gポイント","JAL"
"263","Gポイント","Sポイント"
"264","Gポイント","Apple Gift Card"
"265","Gポイント","ANA SKYコイン"
"266","Gポイント","リクルート"
"267","Gポイント","Ponta"
"268","Gポイント","ANA VISA（マスター）カード（ボーナス）"
"269","Gポイント","タリーズカード"
"270","Gポイント","JRキューポ"
"271","Gポイント","NET CASH"
"272","Gポイント","LINEポイント"
"273","ネットマイル","アメリカン航空"
"274","ネットマイル","dポイント"
"275","ネットマイル","auポイント"
"276","ネットマイル","スターバックス カード"
"277","ネットマイル","ベルメゾン"
"278","ネットマイル","セシール"
"279","ネットマイル","ANA"
"280","ネットマイル","ナチュラム"
"281","ネットマイル","現金"
"282","ネットマイル","現金"
"283","ネットマイル","キャセイパシフィック航空"
"284","ネットマイル","楽天Edy"
"285","ネットマイル","ユナイテッド航空"
"286","ネットマイル","ソフマップ"
"287","ネットマイル","ちょコムeマネー"
"288","ネットマイル","Amazonギフト券"
"289","ネットマイル","Tポイント"
"290","ネットマイル","現金"
"291","ネットマイル","JAL"
"292","ネットマイル","西武"
"293","ネットマイル","nanacoポイント"
"294","ネットマイル","Apple Gift Card"
"295","ネットマイル","ANA SKYコイン"
"296","ネットマイル","BEAM"
"297","ネットマイル","リクルート"
"298","ネットマイル","スターフライヤー"
"299","ネットマイル","Ponta"
"300","ネットマイル","LINEギフトコード"
"301","ネットマイル","WebMoney"
"302","ネットマイル","WAONポイント"
"303","ネットマイル","gooポイント"
"304","ネットマイル","LINEポイント"
"305","GSポイント","JAL"
"306","GSポイント","Gポイント"
"307","GSポイント","楽天Edy"
"308","GSポイント","WebMoney"
"309","GSポイント","PiTaPa"
"310","GSポイント","nimocaポイント"
"311","GSポイント","Amazonギフト券"
"312","GSポイント",".money"
"313","アウトレット・ポイント","JAL"
"314","ビックポイントサービス","Suica"
"315","ビックポイントサービス","J-WESTカード"
"316","ビックポイントサービス","ソフマップ"
"317","ビックポイントサービス","JAL"
"318","ビックポイントサービス","コジマ"
"319","ビックポイントサービス","JRキューポ"
"320","Joshinポイント","None"
"321","楽天ポイント","ANA"
"322","楽天ポイント","楽天Edy"
"323","楽天ポイント","JAL"
"324","Yahoo!ポイント","None"
"325","セシールスマイルポイント","ANA"
"326","セシールスマイルポイント","Gポイント"
"327","セシールスマイルポイント","ネットマイル"
"328","セシールスマイルポイント","gooポイント"
"329","セシールスマイルポイント","dポイント"
"330","セシールスマイルポイント","エルネ"
"331","ベルメゾン・ポイント","None"
"332","ナチュラムマイレージポイント","ネットマイル"
"333","GDOポイント","None"
"334","Amazonギフト券","None"
"335","ティーポイント","ANA"
"336","ティーポイント","現金"
"337","ティーポイント","中部電力"
"338","ティーポイント","JRキューポ"
"339","電子ポイント","None"
"340","hontoポイント","None"
"341","dポイントクラブ","JAL"
"342","auポイントプログラム","Ponta"
"343","auポイントプログラム","スターバックス カード"
"344","auポイントプログラム","マツモトキヨシ"
"345","gooポイント（旧ポイントーク）","楽天"
"346","gooポイント（旧ポイントーク）","ANA"
"347","gooポイント（旧ポイントーク）","JAL"
"348","gooポイント（旧ポイントーク）","セシール"
"349","gooポイント（旧ポイントーク）","ビックカメラ"
"350","gooポイント（旧ポイントーク）","dポイント"
"351","gooポイント（旧ポイントーク）","ちょコムポイント"
"352","gooポイント（旧ポイントーク）","Amazonギフト券"
"353","gooポイント（旧ポイントーク）","楽天Edy"
"354","gooポイント（旧ポイントーク）","nanaco"
"355","gooポイント（旧ポイントーク）","Apple Gift Card"
"356","gooポイント（旧ポイントーク）","東京メトロ"
"357","gooポイント（旧ポイントーク）","ネットマイル"
"358","gooポイント（旧ポイントーク）","LINEポイント"
"359","@NIFTYポイント","None"
"360","ソネットポイント","JAL"
"361","ソネットポイント","ANA"
"362","ソネットポイント","ソニー"
"363","ソネットポイント","auポイント"
"364","ソネットポイント","Ponta"
"365","ソネットポイント","dポイント"
"366","ソネットポイント","楽天"
"367","プラスポイントサービス","ANA"
"368","プラスポイントサービス","dポイント"
"369","プラスポイントサービス","JAL"
"370","プラスポイントサービス","楽天"
"371","た～まるコース","ANA"
"372","た～まるコース","dポイント"
"373","た～まるコース","JAL"
"374","た～まるコース","楽天"
"375","ポイントプログラム","None"
"376","コスモ・ガソリンマイレージ（コスモ・ザ・カード）","楽天Edy"
"377","ポイントサービス（タカシマヤカード）","ANA"
"378","ポイントサービス","JAL"
"379","TOKYUポイント","JAL"
"380","TOKYUポイント","PASMO"
"381","TOKYUポイント","Suica"
"382","TOKYUポイント","NEXCO中日本"
"383","TOKYUポイント","ANA"
"384","ときめきポイント","JAL"
"385","ときめきポイント","dポイント"
"386","ときめきポイント","Suica"
"387","ときめきポイント","WAONポイント"
"388","ときめきポイント","NEXCO東日本"
"389","ときめきポイント","JRキューポ"
"390","わくわくポイント","JAL"
"391","わくわくポイント","dポイント"
"392","わくわくポイント","auポイント"
"393","わくわくポイント","現金"
"394","わくわくポイント","Amazonギフト券"
"395","わくわくポイント","Gポイント"
"396","わくわくポイント","Ponta"
"397","わくわくポイント","nanacoポイント"
"398","わくわくポイント","現金"
"399","わくわくポイント","現金"
"400","わくわくポイント","nanaco"
"401","Pontaポイント","JAL"
"402","Pontaポイント","au WALLET"
"403","Pontaポイント","マツモトキヨシ"
"404","Pontaポイント","LINEポイント"
"405","Pontaポイント","WebMoney"
"406","Pontaポイント","中部電力"
"407","三菱東京ＵＦＪポイント","ネットマイル"
"408","三菱東京ＵＦＪポイント","auポイント"
"409","三菱東京ＵＦＪポイント","楽天"
"410","三菱東京ＵＦＪポイント","Tポイント"
"411","三菱東京ＵＦＪポイント","JAL"
"412","三菱東京ＵＦＪポイント","ノジマ"
"413","三菱東京ＵＦＪポイント","東急"
"414","三菱東京ＵＦＪポイント","ヨドバシカメラ"
"415","三菱東京ＵＦＪポイント","Suica"
"416","三菱東京ＵＦＪポイント","近鉄電車"
"417","三菱東京ＵＦＪポイント","Sポイント"
"418","三菱東京ＵＦＪポイント","ソフトバンク"
"419","三菱東京ＵＦＪポイント","dポイント"
"420","三菱東京ＵＦＪポイント","nanacoポイント"
"421","三菱東京ＵＦＪポイント","ベルメゾン"
"422","三菱東京ＵＦＪポイント","Ponta"
"423","三菱東京ＵＦＪポイント","WAONポイント"
"424","Vポイント（旧SMBCポイント）","三井住友カード"
"425","Vポイント（旧SMBCポイント）","ANA VISA（マスター）カード（ボーナス）"
"426","マネックスポイント","ANA"
"427","マネックスポイント","Tポイント"
"428","マネックスポイント","nanacoポイント"
"429","マネックスポイント","JAL"
"430","マネックスポイント","WAONポイント"
"431","マネックスポイント","dポイント"
"432","マネックスポイント","Amazonギフト券"
"433","マネックスポイント","Ponta"
"434","楽天証券ポイント","楽天"
"435","楽天証券ポイント","JAL"
"436","JRE POINT","JAL"
"437","JRE POINT","Suica"
"438","JRE POINT","ビックカメラ"
"439","はぴeポイントクラブ","ANA"
"440","はぴeポイントクラブ","PiTaPa"
"441","はぴeポイントクラブ","楽天"
"442","はぴeポイントクラブ","ベルメゾン"
"443","はぴeポイントクラブ","カエトクカード"
"444","はぴeポイントクラブ","nanacoポイント"
"445","はぴeポイントクラブ","Sポイント"
"446","はぴeポイントクラブ","WAONポイント"
"447","はぴeポイントクラブ","Ponta"
"448","はぴeポイントクラブ","dポイント"
"449","はぴeポイントクラブ","Tポイント"
"450","スターバックス カード","None"
"451","マツキヨポイント","ANA"
"452","マツキヨポイント","マイ・グリーンスタンプ"
"453","マツキヨポイント","楽天Edy"
"454","マツキヨポイント","楽天"
"455","マツキヨポイント","dポイント"
"456","マツキヨポイント","近畿日本ツーリスト"
"457","マツキヨポイント","Gポイント"
"458","マツキヨポイント","ぐるなび"
"459","マツキヨポイント","JAL"
"460","オンライン商品券","None"
"461","Suica","None"
"462","楽天Edy","None"
"463","ショップ de ポイント","ANA"
"464","ショップ de ポイント","JAL"
"465","現金","None"
"466","現金","None"
"467","りそなクラブポイント","セブンカード／アイワイカード"
"468","りそなクラブポイント","dポイント"
"469","りそなクラブポイント","Tポイント"
"470","りそなクラブポイント","上新電機"
"471","りそなクラブポイント","高島屋"
"472","りそなクラブポイント","JAL"
"473","りそなクラブポイント","ヨドバシカメラ"
"474","りそなクラブポイント","楽天"
"475","りそなクラブポイント","auポイント"
"476","りそなクラブポイント","WAONポイント"
"477","りそなクラブポイント","nanacoポイント"
"478","りそなクラブポイント","楽天Edy"
"479","りそなクラブポイント","OSAKA PiTaPa"
"480","りそなクラブポイント","ANA"
"481","りそなクラブポイント","埼玉りそな銀行"
"482","りそなクラブポイント","関西みらい銀行"
"483","りそなクラブポイント","Ponta"
"484","りそなクラブポイント","近鉄電車"
"485","りそなクラブポイント","ビックカメラ"
"486","りそなクラブポイント","ベルメゾン"
"487","りそなクラブポイント","スターバックス カード"
"488","りそなクラブポイント","LINEポイント"
"489","セブンカードのポイント","ANA"
"490","セブンカードのポイント","nanacoポイント"
"491","ヨドバシカメラゴールドポイント","None"
"492","ヤマダポイント","ベルメゾン"
"493","ヤマダポイント","ANA"
"494","ヤマダポイント","ANA SKYコイン"
"495","ノジマスーパーポイント","None"
"496","ヒルトン・オナーズポイント","JAL"
"497","ヒルトン・オナーズポイント","ANA"
"498","ヒルトン・オナーズポイント","アメリカン航空"
"499","ヒルトン・オナーズポイント","ヴァージン アトランティック航空"
"500","ヒルトン・オナーズポイント","キャセイパシフィック航空"
"501","ヒルトン・オナーズポイント","コンチネンタル航空"
"502","ヒルトン・オナーズポイント","シンガポール航空"
"503","ヒルトン・オナーズポイント","タイ国際航空"
"504","ヒルトン・オナーズポイント","チャイナエアライン"
"505","ヒルトン・オナーズポイント","デルタ航空"
"506","ヒルトン・オナーズポイント","エールフランス航空/KLMオランダ航空"
"507","ヒルトン・オナーズポイント","エアチャイナ"
"508","ヒルトン・オナーズポイント","カンタス航空"
"509","ヒルトン・オナーズポイント","ルフトハンザ"
"510","ヒルトン・オナーズポイント","ブリティッシュ・エアウェイズ"
"511","ヒルトン・オナーズポイント","カタール航空"
"512","ヒルトン・オナーズポイント","エティハド航空"
"513","スターポイント","ANA"
"514","スターポイント","アメリカン航空"
"515","スターポイント","キャセイパシフィック航空"
"516","スターポイント","JAL"
"517","スターポイント","デルタ航空"
"518","スターポイント","タイ国際航空"
"519","スターポイント","ユナイテッド航空"
"520","スターポイント","ヴァージン アトランティック航空"
"521","スターポイント","アシアナ航空"
"522","スターポイント","エールフランス航空/KLMオランダ航空"
"523","スターポイント","エアチャイナ"
"524","スターポイント","中国南方航空"
"525","スターポイント","ルフトハンザ"
"526","スターポイント","中国東方航空"
"527","スターポイント","ブリティッシュ・エアウェイズ"
"528","スターポイント","カタール航空"
"529","スターポイント","エティハド航空"
"530","スターポイント","エミレーツ航空"
"531","スターポイント","マリオット"
"532","IHGリワーズクラブ","アメリカン航空"
"533","IHGリワーズクラブ","アシアナ航空"
"534","IHGリワーズクラブ","デルタ航空"
"535","IHGリワーズクラブ","JAL"
"536","IHGリワーズクラブ","ユナイテッド航空"
"537","IHGリワーズクラブ","キャセイパシフィック航空"
"538","IHGリワーズクラブ","タイ国際航空"
"539","IHGリワーズクラブ","ANA"
"540","IHGリワーズクラブ","シンガポール航空"
"541","IHGリワーズクラブ","エールフランス航空/KLMオランダ航空"
"542","IHGリワーズクラブ","エアチャイナ"
"543","IHGリワーズクラブ","中国東方航空"
"544","IHGリワーズクラブ","中国南方航空"
"545","IHGリワーズクラブ","ルフトハンザ"
"546","IHGリワーズクラブ","カンタス航空"
"547","IHGリワーズクラブ","エティハド航空"
"548","ハイアット ゴールド パスポート","ANA"
"549","ハイアット ゴールド パスポート","アメリカン航空"
"550","ハイアット ゴールド パスポート","キャセイパシフィック航空"
"551","ハイアット ゴールド パスポート","チャイナエアライン"
"552","ハイアット ゴールド パスポート","コンチネンタル航空"
"553","ハイアット ゴールド パスポート","デルタ航空"
"554","ハイアット ゴールド パスポート","タイ国際航空"
"555","ハイアット ゴールド パスポート","ユナイテッド航空"
"556","ハイアット ゴールド パスポート","ヴァージン アトランティック航空"
"557","ハイアット ゴールド パスポート","JAL"
"558","ハイアット ゴールド パスポート","シンガポール航空"
"559","ハイアット ゴールド パスポート","アシアナ航空"
"560","ハイアット ゴールド パスポート","エールフランス航空/KLMオランダ航空"
"561","ハイアット ゴールド パスポート","エアチャイナ"
"562","ハイアット ゴールド パスポート","中国東方航空"
"563","ハイアット ゴールド パスポート","カンタス航空"
"564","ハイアット ゴールド パスポート","ルフトハンザ"
"565","ハイアット ゴールド パスポート","大韓航空"
"566","ハイアット ゴールド パスポート","ブリティッシュ・エアウェイズ"
"567","ハイアット ゴールド パスポート","カタール航空"
"568","ハイアット ゴールド パスポート","エティハド航空"
"569","ハイアット ゴールド パスポート","エミレーツ航空"
"570","JTBトラベルポイント","JAL"
"571","JTBトラベルポイント","三越伊勢丹"
"572","KNTポイント","None"
"573","旅ぷらざポイント","None"
"574","BRポイント","None"
"575","リクルートポイント","無印良品"
"576","リクルートポイント","Ponta"
"577","ぐるなびスーパー「ぐ」ポイント","楽天"
"578","とっておきプレゼント","dポイント"
"579","とっておきプレゼント","auポイント"
"580","とっておきプレゼント","JAL"
"581","とっておきプレゼント","ネットマイル"
"582","とっておきプレゼント","ANA"
"583","とっておきプレゼント","カエトクカード"
"584","とっておきプレゼント","PeX"
"585","とっておきプレゼント","ちょびリッチ"
"586","とっておきプレゼント","Amazonギフト券"
"587","とっておきプレゼント","ANA SKYコイン"
"588","とっておきプレゼント","Ponta"
"589","点でうれしいプレゼント","楽天"
"590","点でうれしいプレゼント","ANA"
"591","点でうれしいプレゼント","dポイント"
"592","点でうれしいプレゼント","auポイント"
"593","点でうれしいプレゼント","Ponta"
"594","点でうれしいプレゼント","Amazonギフト券"
"595","ワンダフルプレゼント21","dポイント"
"596","ワンダフルプレゼント21","auポイント"
"597","ワンダフルプレゼント21","コスモ石油"
"598","ワンダフルプレゼント21","JAL"
"599","ワンダフルプレゼント21","楽天"
"600","ワンダフルプレゼント21","ベルメゾン"
"601","ワンダフルプレゼント21","Tポイント"
"602","ワンダフルプレゼント21","Ponta"
"603","ワンダフルプレゼント21","nanacoポイント"
"604","ワンダフルプレゼント21","nanaco"
"605","ショッピングポイント","None"
"606","ソニーポイント","None"
"607","ダイワポイントプログラム","ANA"
"608","ダイワポイントプログラム","三井住友カード"
"609","ダイワポイントプログラム","JAL"
"610","ダイワポイントプログラム","ANA VISA（マスター）カード（ボーナス）"
"611","KARUWAZA CLUB","None"
"612","エルネ","Amazonギフト券"
"613","エルネ","Gポイント"
"614","エルネ","上新電機"
"615","エルネ","セシール"
"616","エルネ","PeX"
"617","エルネ","ベルメゾン"
"618","エルネ",".money"
"619","エルネ","honto"
"620","エルネ","現金"
"621","ちょびリッチポイント","楽天Edy"
"622","ちょびリッチポイント","Amazonギフト券"
"623","ちょびリッチポイント","Gポイント"
"624","ちょびリッチポイント","現金"
"625","ちょびリッチポイント","現金"
"626","ちょびリッチポイント","WebMoney"
"627","ちょびリッチポイント","PeX"
"628","ちょびリッチポイント","ちょコムポイント"
"629","ちょびリッチポイント","ベルメゾン"
"630","ちょびリッチポイント","ビックカメラ"
"631","ちょびリッチポイント","Tポイント"
"632","ちょびリッチポイント","nanaco"
"633","ちょびリッチポイント","ANA"
"634","ちょびリッチポイント","カエトクカード"
"635","ちょびリッチポイント","現金"
"636","ちょびリッチポイント","JAL"
"637","ちょびリッチポイント","Apple Gift Card"
"638","ちょびリッチポイント",".money"
"639","ちょびリッチポイント","BitCash"
"640","ちょびリッチポイント","NET CASH"
"641","ちょびリッチポイント","dポイント"
"642","マクロミルポイント","現金"
"643","マクロミルポイント","現金"
"644","マクロミルポイント","PeX"
"645","マクロミルポイント","Amazonギフト券"
"646","マクロミルポイント","Gポイント"
"647","マクロミルポイント","Tポイント"
"648","CMポイント","現金"
"649","CMポイント","現金"
"650","CMポイント","Tポイント"
"651","CMポイント","ベルメゾン"
"652","CMポイント","楽天"
"653","CMポイント",".money"
